date,time_symmetry,scale_symmetry,gauge_symmetry,gauge_signed,price_asymmetry
2020-08-06,0.04692692580537382,46309.57808490388,56369.80194409028,82.84122169534612,-23.3486328125
2020-08-20,0.0450702314384905,46219.27693294028,53434.61873758951,-341.769841565761,-42.4140625
2020-09-03,0.03739894362250776,46914.12304128728,54626.12023158524,-280.4956704974113,19.4410400390625
2020-09-17,0.043207467691505796,46587.832541551266,52331.14469132702,38.65018382518747,-44.0467529296875
2020-10-01,0.043723054721482184,49040.80063108177,56894.67648960197,-145.56081191944804,-128.0338134765625
2020-10-15,0.04891379598438855,49538.204678661765,59709.058906050326,527.5609038492264,-305.9532470703125
2020-10-29,0.052171808464862864,50071.087943063365,58795.96917164535,363.8321445318777,-211.591796875
2020-11-12,0.05384536888601368,49891.88021682721,60106.63480237765,155.0559289502237,-196.03125
2020-11-26,0.044646865442206404,47303.01443939698,55606.51324289445,600.2990215954555,-130.792236328125
2020-12-10,0.04070211368450632,45731.98339167699,54358.17855003359,-179.37823956095122,-165.380615234375
2020-12-24,0.040008091579095406,45758.012198497876,52416.52937640603,342.1147480848758,-130.9302978515625
2021-01-07,0.03781767662774159,48881.88131649914,54456.380076013695,235.55008892542446,1.1453857421875
2021-01-21,0.0424104842865381,48533.5078135899,53628.76675280012,-153.8855951336734,26.2646484375
2021-02-04,0.034473002125742086,50978.42160834912,57945.60398085193,-457.61959077581605,-81.0396728515625
2021-02-18,0.03648878443946399,48730.464188353566,55744.909445968675,-107.96503603081214,-95.8406982421875
2021-03-04,0.035625522780358805,49030.04281252703,58111.253507213965,942.2596536368094,-88.4345703125
2021-03-18,0.03633805575303506,47323.61557013872,55168.94983340826,36.20396898945273,26.3743896484375
2021-04-01,0.03297511936590038,50266.15339088537,57855.027105863526,-203.92650634716802,10.140380859375
2021-04-15,0.03361554416111158,50487.559623071844,57842.04747939533,-895.243094769739,-31.902587890625
2021-04-29,0.03441375440718395,51482.50110170759,57494.79510133948,-3.511436149630754,-11.251220703125
2021-05-13,0.036140520530091896,50714.26263402251,54104.87428016105,17.32992316343325,-53.8017578125
2021-05-27,0.033611440417377084,48787.986122304486,53887.05744502275,325.116203795272,81.8531494140625
2021-06-10,0.031646470398046786,45302.13899434759,49666.52146947783,425.15143513518547,-57.6793212890625
2021-06-24,0.03897342077745022,48638.99633425788,52558.19292134637,412.5509256841865,-14.993896484375
2021-07-08,0.03997828239652933,48343.78979400334,53016.79731284815,272.63724663326366,1.66259765625
2021-07-22,0.03580671827176605,48407.87963203689,52446.46751870414,-200.84222723499875,39.2635498046875
2021-08-05,0.039213702990162504,48247.44518101201,51666.08170643631,413.33321343438877,-56.3992919921875
2021-08-19,0.038978835292800336,49740.497792429014,56140.46539944478,-274.22352338282974,23.8831787109375
2021-09-02,0.034097104039870076,54426.010347961375,67063.8588520367,-763.7644932447458,24.86846923828125
2021-09-16,0.03371264183441722,52461.992692464366,67490.9378556225,-174.21586703544494,54.302001953125
